Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Puerto Rico,US,1/20/2025,18.439692,-66.926113,3526,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.335443,-67.23174,2017,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.346329,-65.813742,6843,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.08282,-66.943758,2074,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.010386999999994,-66.256592,2941,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.111484,-67.03858100000001,3242,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.386933,-66.061128,55084,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.147987,-65.976392,4949,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.328646,-66.971214,5428,0,,0.0,0.0
Puerto Rico,US,1/20/2025,17.994525,-66.388913,2275,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.362406,-66.246616,10854,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.431446,-66.213553,11523,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.336159,-65.99888399999999,9002,0,,0.0,0.0
Puerto Rico,US,1/20/2025,,,15570,4154,,0.0,0.0
Puerto Rico,US,1/20/2025,18.271214,-66.702984,3073,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.409346,-66.33725,5549,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.428262,-66.397924,9637,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.123276,-65.44097099999999,625,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.127951,-66.473115,2809,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.070399,-65.896289,3950,0,,0.0,0.0
Puerto Rico,US,1/20/2025,18.080374,-66.858814,3760,0,,0.0,0.0
Recovered,US,1/20/2025,,,0,0,,0.0,0.0
Rhode Island,US,1/20/2025,41.71018079,-71.28652315,13298,166,,0.0,0.0
Rhode Island,US,1/20/2025,41.67106337,-71.57641596,47780,492,,0.0,0.0
Rhode Island,US,1/20/2025,41.5642026,-71.26569799,19666,81,,0.0,0.0
Rhode Island,US,1/20/2025,41.87064746,-71.57753536,218520,2458,,0.0,0.0
Rhode Island,US,1/20/2025,,,28474,15,,0.0,0.0
Rhode Island,US,1/20/2025,41.45961631,-71.61435303,31732,219,,0.0,0.0
South Carolina,US,1/20/2025,34.22333378,-82.46170658,6620,69,,0.0,0.0
South Carolina,US,1/20/2025,33.54338026,-81.63645384,41323,433,,0.0,0.0
South Carolina,US,1/20/2025,32.98837386,-81.35321066,2078,24,,0.0,0.0
South Carolina,US,1/20/2025,34.51828081,-82.63959517,57630,965,,0.0,0.0
South Carolina,US,1/20/2025,33.21927586,-81.05659969,3422,74,,0.0,0.0
South Carolina,US,1/20/2025,33.26679302,-81.43584352,5810,100,,0.0,0.0
South Carolina,US,1/20/2025,32.39226291,-80.72619758,42882,372,,0.0,0.0
South Carolina,US,1/20/2025,33.20222596,-79.94654523,51585,437,,0.0,0.0
South Carolina,US,1/20/2025,33.66926881,-80.77722168,2773,61,,0.0,0.0
South Carolina,US,1/20/2025,32.82487866,-79.96512315,111250,914,,0.0,0.0
South Carolina,US,1/20/2025,35.05122251,-81.61828622,14525,312,,0.0,0.0
South Carolina,US,1/20/2025,34.69249168,-81.1583216,10085,145,,0.0,0.0
South Carolina,US,1/20/2025,34.64137396,-80.15640140000002,11767,186,,0.0,0.0
South Carolina,US,1/20/2025,33.66610974,-80.21647898,8700,157,,0.0,0.0
South Carolina,US,1/20/2025,32.87582989,-80.67641292,8813,217,,0.0,0.0
South Carolina,US,1/20/2025,34.33358335,-79.96027485,18859,303,,0.0,0.0
South Carolina,US,1/20/2025,34.39007791,-79.37741872,9693,141,,0.0,0.0
South Carolina,US,1/20/2025,33.0794369,-80.40502652,55757,484,,0.0,0.0
South Carolina,US,1/20/2025,33.77221995,-81.96231108,6732,69,,0.0,0.0
South Carolina,US,1/20/2025,34.39287073,-81.1195624,5965,105,,0.0,0.0
South Carolina,US,1/20/2025,34.02361754,-79.70189312,41641,619,,0.0,0.0
South Carolina,US,1/20/2025,33.43443342,-79.33202141,15787,221,,0.0,0.0
South Carolina,US,1/20/2025,34.89502264,-82.37295012,171641,1941,,0.0,0.0
South Carolina,US,1/20/2025,34.15272415,-82.12715789,22457,296,,0.0,0.0
South Carolina,US,1/20/2025,32.77419582,-81.13845571,4996,84,,0.0,0.0
South Carolina,US,1/20/2025,33.9212828,-78.99555293,96020,1132,,0.0,0.0
South Carolina,US,1/20/2025,32.43171982,-81.02487495,5881,93,,0.0,0.0
South Carolina,US,1/20/2025,34.33988254,-80.58763164,21375,249,,0.0,0.0
South Carolina,US,1/20/2025,34.68270843,-80.70513032,25023,276,,0.0,0.0
South Carolina,US,1/20/2025,34.48244419,-82.00490796,18557,290,,0.0,0.0
South Carolina,US,1/20/2025,34.16393091,-80.25690731,4241,93,,0.0,0.0
South Carolina,US,1/20/2025,33.89665987,-81.27146426,95467,849,,0.0,0.0
South Carolina,US,1/20/2025,34.07859748,-79.36400756,8526,161,,0.0,0.0
South Carolina,US,1/20/2025,34.59905577,-79.67561152,7842,104,,0.0,0.0
South Carolina,US,1/20/2025,33.90161443,-82.30794338,2219,38,,0.0,0.0
South Carolina,US,1/20/2025,34.28629098,-81.59935761,13242,187,,0.0,0.0
South Carolina,US,1/20/2025,34.75225169,-83.06742317,24108,333,,0.0,0.0
South Carolina,US,1/20/2025,33.4391073,-80.79886287,23248,413,,0.0,0.0
South Carolina,US,1/20/2025,34.88807695,-82.72791551,45676,606,,0.0,0.0
South Carolina,US,1/20/2025,34.01791263,-80.90267209,122056,921,,0.0,0.0
South Carolina,US,1/20/2025,34.00795823,-81.72713237,3952,74,,0.0,0.0
South Carolina,US,1/20/2025,34.92960077,-81.99225984,94224,1523,,0.0,0.0
South Carolina,US,1/20/2025,33.91826534,-80.37942316,27740,383,,0.0,0.0
South Carolina,US,1/20/2025,,,0,0,,0.0,0.0
South Carolina,US,1/20/2025,34.68835752,-81.61730349,7632,146,,0.0,0.0
South Carolina,US,1/20/2025,33.62190129,-79.72767442,8523,144,,0.0,0.0
South Carolina,US,1/20/2025,34.97281497,-81.18085944,77396,636,,0.0,0.0
South Dakota,US,1/20/2025,43.71757685,-98.56050467,767,17,,0.0,0.0
South Dakota,US,1/20/2025,44.41464384,-98.27858469,4578,58,,0.0,0.0
South Dakota,US,1/20/2025,43.19486375,-101.6665572,786,14,,0.0,0.0
South Dakota,US,1/20/2025,42.98914167,-97.88592746,2290,38,,0.0,0.0
South Dakota,US,1/20/2025,44.36974375,-96.79079945,8089,51,,0.0,0.0
South Dakota,US,1/20/2025,45.58994323,-98.35165355,10263,121,,0.0,0.0
South Dakota,US,1/20/2025,43.71756379,-99.08118954,1409,20,,0.0,0.0
South Dakota,US,1/20/2025,44.07657829,-99.20814467,618,18,,0.0,0.0
South Dakota,US,1/20/2025,44.90608745,-103.5079318,2733,44,,0.0,0.0
South Dakota,US,1/20/2025,45.77074915,-100.0510181,266,7,,0.0,0.0
South Dakota,US,1/20/2025,43.20660134,-98.58856175,2924,35,,0.0,0.0
South Dakota,US,1/20/2025,44.85834507,-97.72925109,789,9,,0.0,0.0
South Dakota,US,1/20/2025,42.91296147,-96.97656917,3481,21,,0.0,0.0
South Dakota,US,1/20/2025,44.97788119,-97.18827677,8389,99,,0.0,0.0
South Dakota,US,1/20/2025,45.70889983,-101.1970473,1061,17,,0.0,0.0
South Dakota,US,1/20/2025,43.67741105,-103.4534521,2024,24,,0.0,0.0
South Dakota,US,1/20/2025,43.67490933,-98.14458906,5861,77,,0.0,0.0
South Dakota,US,1/20/2025,45.367281,-97.60737498,1272,35,,0.0,0.0
South Dakota,US,1/20/2025,44.75994309,-96.66943645,1035,12,,0.0,0.0
South Dakota,US,1/20/2025,45.15639647,-100.8709139,3134,42,,0.0,0.0
South Dakota,US,1/20/2025,43.38520741,-98.36978007,682,16,,0.0,0.0
South Dakota,US,1/20/2025,45.41846445,-99.21545423,938,16,,0.0,0.0
South Dakota,US,1/20/2025,43.23929297,-103.5275691,1800,39,,0.0,0.0
South Dakota,US,1/20/2025,45.07082625,-99.14535601,562,16,,0.0,0.0
South Dakota,US,1/20/2025,45.1723937,-96.77002276,2033,50,,0.0,0.0
South Dakota,US,1/20/2025,43.19419064,-99.18883902,1064,34,,0.0,0.0
South Dakota,US,1/20/2025,44.29299053,-101.539099,450,12,,0.0,0.0
South Dakota,US,1/20/2025,44.67385954,-97.18829593,1498,41,,0.0,0.0
South Dakota,US,1/20/2025,44.54708407,-99.00386459,561,12,,0.0,0.0
South Dakota,US,1/20/2025,43.6746384,-97.78715148,653,6,,0.0,0.0
South Dakota,US,1/20/2025,45.58015551,-103.4958629,201,3,,0.0,0.0
South Dakota,US,1/20/2025,44.39091534,-99.99661148,4300,58,,0.0,0.0
South Dakota,US,1/20/2025,43.33449012,-97.75536441,1727,36,,0.0,0.0
South Dakota,US,1/20/2025,44.54747703,-99.48572582,306,8,,0.0,0.0
South Dakota,US,1/20/2025,43.69318385,-101.6255063,628,21,,0.0,0.0
South Dakota,US,1/20/2025,44.06637798,-98.62965972,415,20,,0.0,0.0
South Dakota,US,1/20/2025,43.96278565,-100.6940008,177,2,,0.0,0.0
South Dakota,US,1/20/2025,44.36956169,-97.4913945,1310,21,,0.0,0.0
South Dakota,US,1/20/2025,44.02193107,-97.12926365,2324,28,,0.0,0.0
South Dakota,US,1/20/2025,44.35919441,-103.7929428,6554,82,,0.0,0.0
South Dakota,US,1/20/2025,43.27841182,-96.7203905,15467,101,,0.0,0.0
South Dakota,US,1/20/2025,43.89522709,-99.85201878,1203,12,,0.0,0.0
South Dakota,US,1/20/2025,45.75870838,-97.59855639,781,13,,0.0,0.0
South Dakota,US,1/20/2025,43.6742571,-97.36863144,1341,31,,0.0,0.0
South Dakota,US,1/20/2025,45.76626028,-99.22118798,425,9,,0.0,0.0
South Dakota,US,1/20/2025,44.56676791,-102.7162741,6993,62,,0.0,0.0
South Dakota,US,1/20/2025,43.58078848,-100.7563186,525,8,,0.0,0.0
South Dakota,US,1/20/2025,44.02197882,-97.60992207,455,13,,0.0,0.0
South Dakota,US,1/20/2025,43.67441641,-96.7910885,56962,508,,0.0,0.0
South Dakota,US,1/20/2025,44.02266214,-96.67081159,1374,28,,0.0,0.0
South Dakota,US,1/20/2025,43.33749164,-102.5555498,3912,60,,0.0,0.0
South Dakota,US,1/20/2025,44.0025835,-102.8240777,32611,338,,0.0,0.0
South Dakota,US,1/20/2025,45.49049506,-102.4755586,682,18,,0.0,0.0
South Dakota,US,1/20/2025,45.06583079,-99.95498503,704,7,,0.0,0.0
South Dakota,US,1/20/2025,45.62975048,-96.94672673,2422,52,,0.0,0.0
South Dakota,US,1/20/2025,44.02351092,-98.0909816,573,6,,0.0,0.0
South Dakota,US,1/20/2025,44.93837606,-98.34626602,1409,35,,0.0,0.0
South Dakota,US,1/20/2025,44.41381872,-100.7349153,633,7,,0.0,0.0
South Dakota,US,1/20/2025,44.71571812,-100.1278092,245,3,,0.0,0.0
South Dakota,US,1/20/2025,43.19338568,-100.7195503,2967,51,,0.0,0.0
South Dakota,US,1/20/2025,43.34459388,-99.8854891,1377,24,,0.0,0.0
South Dakota,US,1/20/2025,43.3109081,-97.14865776,1959,62,,0.0,0.0
South Dakota,US,1/20/2025,,,0,0,,0.0,0.0
South Dakota,US,1/20/2025,42.83112163,-96.6557828,3998,52,,0.0,0.0
South Dakota,US,1/20/2025,45.43019636,-100.0307514,1309,26,,0.0,0.0
South Dakota,US,1/20/2025,43.00924485,-97.39467635,5901,58,,0.0,0.0
South Dakota,US,1/20/2025,44.97881876,-101.6654622,665,11,,0.0,0.0
Tennessee,US,1/20/2025,36.12684348,-84.19965764,22044,322,,0.0,0.0
Tennessee,US,1/20/2025,35.51123746,-86.45549096,14939,230,,0.0,0.0
Tennessee,US,1/20/2025,36.07110411,-88.06849355,4471,91,,0.0,0.0
Tennessee,US,1/20/2025,35.59942968,-85.20611967,4653,56,,0.0,0.0
Tennessee,US,1/20/2025,35.68938198,-83.92847788,39037,416,,0.0,0.0
Tennessee,US,1/20/2025,35.15739424,-84.857186,33067,402,,0.0,0.0
Tennessee,US,1/20/2025,36.40355516,-84.15108559999999,12227,160,,0.0,0.0
Tennessee,US,1/20/2025,35.80990797,-86.05738983,4195,59,,0.0,0.0
Tennessee,US,1/20/2025,35.97366108,-88.45189331,8935,152,,0.0,0.0
Tennessee,US,1/20/2025,36.28969086,-82.12588974,16438,327,,0.0,0.0
Tennessee,US,1/20/2025,36.26136216,-87.08903581,10898,119,,0.0,0.0
Tennessee,US,1/20/2025,35.42527478,-88.6095842,5830,96,,0.0,0.0
Tennessee,US,1/20/2025,36.48319149,-83.65947309,9090,176,,0.0,0.0
Tennessee,US,1/20/2025,36.55151008,-85.53930419,2288,49,,0.0,0.0
Tennessee,US,1/20/2025,35.9278914,-83.11828725,11554,209,,0.0,0.0
Tennessee,US,1/20/2025,35.49090731,-86.07311784,16925,261,,0.0,0.0
Tennessee,US,1/20/2025,35.81830662,-89.14916269,5173,84,,0.0,0.0
Tennessee,US,1/20/2025,35.95271721,-84.99840585,16082,319,,0.0,0.0
Tennessee,US,1/20/2025,36.17007426,-86.78646056,190831,1629,,0.0,0.0
Tennessee,US,1/20/2025,35.97616272,-85.83689361,6273,100,,0.0,0.0
Tennessee,US,1/20/2025,35.60048904,-88.11043779,3728,67,,0.0,0.0
Tennessee,US,1/20/2025,36.14669837,-87.35891709,15859,239,,0.0,0.0
Tennessee,US,1/20/2025,36.05931946,-89.41542855,12780,199,,0.0,0.0
Tennessee,US,1/20/2025,35.19615831,-89.41399032,11393,181,,0.0,0.0
Tennessee,US,1/20/2025,36.38128818,-84.92870012,5694,125,,0.0,0.0
Tennessee,US,1/20/2025,35.15634626,-86.09201039,12831,176,,0.0,0.0
Tennessee,US,1/20/2025,35.99438059,-88.93358327,17363,254,,0.0,0.0
Tennessee,US,1/20/2025,35.20222469,-87.03992678,9393,186,,0.0,0.0
Tennessee,US,1/20/2025,36.27469206,-83.51254721,6769,107,,0.0,0.0
Tennessee,US,1/20/2025,36.17470125,-82.84691273,22026,363,,0.0,0.0
Tennessee,US,1/20/2025,35.38433717,-85.72142731,3983,71,,0.0,0.0
Tennessee,US,1/20/2025,36.21990035,-83.26586179,19680,347,,0.0,0.0
Tennessee,US,1/20/2025,35.17670231,-85.16652245,99484,1115,,0.0,0.0
Tennessee,US,1/20/2025,36.52692871,-83.22375847,2005,34,,0.0,0.0
Tennessee,US,1/20/2025,35.20772017,-88.99161161,7582,116,,0.0,0.0
Tennessee,US,1/20/2025,35.19732531,-88.18593755,8730,141,,0.0,0.0
Tennessee,US,1/20/2025,36.44355426,-82.94885298,16607,303,,0.0,0.0
Tennessee,US,1/20/2025,35.58332824,-89.28536625,6152,99,,0.0,0.0
Tennessee,US,1/20/2025,35.65581134,-88.38600175,9105,154,,0.0,0.0
Tennessee,US,1/20/2025,36.33160906,-88.30121797,8244,154,,0.0,0.0
Tennessee,US,1/20/2025,35.80609681,-87.47643507,6815,108,,0.0,0.0
Tennessee,US,1/20/2025,36.28872054,-87.71878828,2671,60,,0.0,0.0
Tennessee,US,1/20/2025,36.03958805,-87.77992872,4833,70,,0.0,0.0
Tennessee,US,1/20/2025,36.36380466,-85.67239905,3202,61,,0.0,0.0
Tennessee,US,1/20/2025,36.04818632,-83.45148924,15690,260,,0.0,0.0
Tennessee,US,1/20/2025,36.45523950000001,-81.84886538,5136,89,,0.0,0.0
Tennessee,US,1/20/2025,35.99508821,-83.94635435,127194,1340,,0.0,0.0
Tennessee,US,1/20/2025,36.34180170000001,-89.48921915,2736,40,,0.0,0.0
Tennessee,US,1/20/2025,35.75893438,-89.63015909999999,7735,103,,0.0,0.0
Tennessee,US,1/20/2025,35.21675201,-87.39787695,14251,191,,0.0,0.0
Tennessee,US,1/20/2025,35.52853208,-87.49022694,3565,57,,0.0,0.0
Tennessee,US,1/20/2025,35.13738622,-86.58910106,9967,166,,0.0,0.0
Tennessee,US,1/20/2025,35.73939663,-84.31145275,14450,189,,0.0,0.0
Tennessee,US,1/20/2025,36.53157855,-86.00778595,8424,145,,0.0,0.0
Tennessee,US,1/20/2025,35.61181957,-88.84076036,29810,417,,0.0,0.0
Tennessee,US,1/20/2025,35.12997174,-85.62265895,8835,127,,0.0,0.0
Tennessee,US,1/20/2025,35.45798777,-86.76420988,10348,119,,0.0,0.0
Tennessee,US,1/20/2025,35.6187413,-87.07462444,28945,331,,0.0,0.0
Tennessee,US,1/20/2025,35.42812616,-84.61520715,16665,251,,0.0,0.0
Tennessee,US,1/20/2025,35.17468549,-88.5647812,7630,118,,0.0,0.0
Tennessee,US,1/20/2025,35.51558739,-84.81482914,3383,55,,0.0,0.0
Tennessee,US,1/20/2025,35.44550387,-84.24902965,14482,235,,0.0,0.0
Tennessee,US,1/20/2025,36.49609412,-87.38550661,50102,560,,0.0,0.0
Tennessee,US,1/20/2025,35.27724699,-86.36230578,2236,40,,0.0,0.0
Tennessee,US,1/20/2025,36.13248031,-84.64880098,6155,80,,0.0,0.0
Tennessee,US,1/20/2025,36.35732446,-89.14921589,10754,188,,0.0,0.0
Tennessee,US,1/20/2025,,,48157,261,,0.0,0.0
Tennessee,US,1/20/2025,36.34117832,-85.28989535,7134,121,,0.0,0.0
Tennessee,US,1/20/2025,35.63708728,-87.86139634,2327,55,,0.0,0.0
Tennessee,US,1/20/2025,36.55606529,-85.07763299999998,1766,36,,0.0,0.0
Tennessee,US,1/20/2025,35.12245443,-84.52075859,4722,70,,0.0,0.0
Tennessee,US,1/20/2025,36.14005459,-85.50646123,25076,302,,0.0,0.0
Tennessee,US,1/20/2025,35.60536161,-84.93076643,9964,154,,0.0,0.0
Tennessee,US,1/20/2025,35.84923189,-84.52458689,15768,230,,0.0,0.0
Tennessee,US,1/20/2025,36.52454807,-86.87346725,21511,295,,0.0,0.0
Tennessee,US,1/20/2025,35.84591405,-86.4107263,95498,879,,0.0,0.0
Tennessee,US,1/20/2025,36.42325673,-84.50360494,9029,115,,0.0,0.0
Tennessee,US,1/20/2025,35.36979721,-85.41022136,4206,66,,0.0,0.0
Tennessee,US,1/20/2025,35.78077323,-83.52244332,30248,402,,0.0,0.0
Tennessee,US,1/20/2025,35.1864775,-89.89692423,234944,3229,,0.0,0.0
Tennessee,US,1/20/2025,36.25359775,-85.95411046,6155,82,,0.0,0.0
Tennessee,US,1/20/2025,36.50235092,-87.83920548,3282,56,,0.0,0.0
Tennessee,US,1/20/2025,36.51240691,-82.30412917,45693,702,,0.0,0.0
Tennessee,US,1/20/2025,36.46824103,-86.45917204,53073,713,,0.0,0.0
Tennessee,US,1/20/2025,35.501942,-89.73694895,17579,230,,0.0,0.0
Tennessee,US,1/20/2025,36.39026213,-86.16087954,4210,45,,0.0,0.0
Tennessee,US,1/20/2025,,,36490,241,,0.0,0.0
Tennessee,US,1/20/2025,36.10890856,-82.43709629,5157,94,,0.0,0.0
Tennessee,US,1/20/2025,36.28590426,-83.83651902,5390,71,,0.0,0.0
Tennessee,US,1/20/2025,35.69864497,-85.45221699,1843,47,,0.0,0.0
Tennessee,US,1/20/2025,35.6728299,-85.77969117,12986,175,,0.0,0.0
Tennessee,US,1/20/2025,36.29472368,-82.49454720000001,38474,486,,0.0,0.0
Tennessee,US,1/20/2025,35.23868267,-87.78644456,5687,63,,0.0,0.0
Tennessee,US,1/20/2025,36.29896232,-88.71990865,9489,141,,0.0,0.0
Tennessee,US,1/20/2025,35.92929884,-85.45591799,8221,127,,0.0,0.0
Tennessee,US,1/20/2025,35.89099229,-86.89281867,61853,395,,0.0,0.0
Tennessee,US,1/20/2025,36.15496772,-86.29775884,41575,475,,0.0,0.0
Texas,US,1/20/2025,31.81534745,-95.65354823,9523,233,,0.0,0.0
Texas,US,1/20/2025,32.30468633,-102.6376548,3790,71,,0.0,0.0
Texas,US,1/20/2025,31.25457347,-94.60901487,15285,479,,0.0,0.0
Texas,US,1/20/2025,28.10556197,-96.9995047,4077,80,,0.0,0.0
Texas,US,1/20/2025,33.61569967,-98.68754589,2119,28,,0.0,0.0
Texas,US,1/20/2025,34.96507426,-101.3574874,517,9,,0.0,0.0
Texas,US,1/20/2025,28.89333001,-98.52730485,13437,230,,0.0,0.0
Texas,US,1/20/2025,29.88548725,-96.27736949,5659,73,,0.0,0.0
Texas,US,1/20/2025,34.06854817,-102.8299707,1425,39,,0.0,0.0
Texas,US,1/20/2025,29.74619598,-99.24598147,3579,75,,0.0,0.0
Texas,US,1/20/2025,30.10370699,-97.31206354,21651,232,,0.0,0.0
Texas,US,1/20/2025,33.61640794,-99.21352901,809,32,,0.0,0.0
Texas,US,1/20/2025,28.41761668,-97.74215593,8228,152,,0.0,0.0
Texas,US,1/20/2025,31.03736027,-97.4785025,66724,881,,0.0,0.0
Texas,US,1/20/2025,29.44928723,-98.52019748,551417,6037,,0.0,0.0
Texas,US,1/20/2025,30.26640707,-98.3999852,2523,34,,0.0,0.0
Texas,US,1/20/2025,32.74363984,-101.4316509,97,2,,0.0,0.0
Texas,US,1/20/2025,31.89978581,-97.63613524,4048,70,,0.0,0.0
Texas,US,1/20/2025,33.44626922,-94.41834132,20015,427,,0.0,0.0
Texas,US,1/20/2025,29.18757369,-95.44563172,93031,976,,0.0,0.0
Texas,US,1/20/2025,30.663644800000004,-96.30205577,60022,405,,0.0,0.0
Texas,US,1/20/2025,29.81008251,-103.2520326,1056,28,,0.0,0.0
Texas,US,1/20/2025,34.53026962,-101.2084947,453,8,,0.0,0.0
Texas,US,1/20/2025,27.03103197,-98.21808402,1609,51,,0.0,0.0
Texas,US,1/20/2025,31.77430356,-98.99907113,11150,227,,0.0,0.0
Texas,US,1/20/2025,30.49273808,-96.62158484,5000,66,,0.0,0.0
Texas,US,1/20/2025,30.78801353,-98.181887,10774,165,,0.0,0.0
Texas,US,1/20/2025,29.83668859,-97.61814775,14130,175,,0.0,0.0
Texas,US,1/20/2025,28.47048236,-96.61633945,5684,48,,0.0,0.0
Texas,US,1/20/2025,32.29760619,-99.37326312,2793,72,,0.0,0.0
Texas,US,1/20/2025,26.14524221,-97.48140372,100305,2013,,0.0,0.0
Texas,US,1/20/2025,32.97195142,-94.97790104,2831,74,,0.0,0.0
Texas,US,1/20/2025,35.40365929,-101.3542669,1519,34,,0.0,0.0
Texas,US,1/20/2025,33.07499881,-94.34646905,7178,193,,0.0,0.0
Texas,US,1/20/2025,34.53016752,-102.2617243,2278,47,,0.0,0.0
Texas,US,1/20/2025,29.70972016,-94.67154501,10292,69,,0.0,0.0
Texas,US,1/20/2025,31.837258,-95.16559897,7934,253,,0.0,0.0
Texas,US,1/20/2025,34.529304100000004,-100.2077916,2598,31,,0.0,0.0
Texas,US,1/20/2025,33.78686685,-98.20771198,2052,32,,0.0,0.0
Texas,US,1/20/2025,33.60425307,-102.8284499,878,23,,0.0,0.0
Texas,US,1/20/2025,31.88911733,-100.5297533,832,19,,0.0,0.0
Texas,US,1/20/2025,31.76736834,-99.45240766,1619,69,,0.0,0.0
Texas,US,1/20/2025,33.18820114,-96.57264368,207523,1479,,0.0,0.0
Texas,US,1/20/2025,34.96489496,-100.2700111,695,16,,0.0,0.0
Texas,US,1/20/2025,29.622098,-96.5273805,3765,61,,0.0,0.0
Texas,US,1/20/2025,29.80811278,-98.27647225,33308,543,,0.0,0.0
Texas,US,1/20/2025,31.94854689,-98.55876441,3213,78,,0.0,0.0
Texas,US,1/20/2025,31.32635934,-99.86473038,1071,11,,0.0,0.0
Texas,US,1/20/2025,33.63979567,-97.21240912,7244,131,,0.0,0.0
Texas,US,1/20/2025,31.39078397,-97.79936155,17160,210,,0.0,0.0
Texas,US,1/20/2025,34.07783319,-100.2785062,281,9,,0.0,0.0
Texas,US,1/20/2025,31.43052248,-102.5143314,1270,24,,0.0,0.0
Texas,US,1/20/2025,30.72367027,-101.4134238,984,19,,0.0,0.0
Texas,US,1/20/2025,33.61431553,-101.3000364,1869,45,,0.0,0.0
Texas,US,1/20/2025,31.44506775,-104.5185739,508,14,,0.0,0.0
Texas,US,1/20/2025,36.27787176,-102.6020725,2147,40,,0.0,0.0
Texas,US,1/20/2025,32.76670599,-96.7779605,567906,6658,,0.0,0.0
Texas,US,1/20/2025,32.74255572,-101.9477242,2797,93,,0.0,0.0
Texas,US,1/20/2025,29.08101855,-97.3568117,6442,98,,0.0,0.0
Texas,US,1/20/2025,34.96522957,-102.6054267,4776,111,,0.0,0.0
Texas,US,1/20/2025,33.38570922,-95.66921122,1800,25,,0.0,0.0
Texas,US,1/20/2025,33.20521901,-97.11691153,178211,1338,,0.0,0.0
Texas,US,1/20/2025,33.61616822,-100.7788855,429,16,,0.0,0.0
Texas,US,1/20/2025,28.42270064,-99.75645095,5740,51,,0.0,0.0
Texas,US,1/20/2025,34.96517499,-100.8140093,1138,26,,0.0,0.0
Texas,US,1/20/2025,27.68184592,-98.50864568,3327,68,,0.0,0.0
Texas,US,1/20/2025,32.32743996,-98.83243566,2786,113,,0.0,0.0
Texas,US,1/20/2025,31.86898877,-102.5429428,37188,690,,0.0,0.0
Texas,US,1/20/2025,29.98202582,-100.304252,465,11,,0.0,0.0
Texas,US,1/20/2025,31.76980765,-106.2363275,206912,3697,,0.0,0.0
Texas,US,1/20/2025,32.34894117,-96.79371841,48603,574,,0.0,0.0
Texas,US,1/20/2025,32.23602653,-98.21773417,8649,123,,0.0,0.0
Texas,US,1/20/2025,31.25350609,-96.93630086,3748,63,,0.0,0.0
Texas,US,1/20/2025,33.59564294,-96.10751083,6816,183,,0.0,0.0
Texas,US,1/20/2025,29.87788372,-96.92076062,4750,102,,0.0,0.0
Texas,US,1/20/2025,32.74281316,-100.4019302,606,24,,0.0,0.0
Texas,US,1/20/2025,34.07227468,-101.3031546,1941,48,,0.0,0.0
Texas,US,1/20/2025,33.97308618,-99.7767797,199,11,,0.0,0.0
Texas,US,1/20/2025,29.52704478,-95.77219463,179226,1214,,0.0,0.0
Texas,US,1/20/2025,33.17653242,-95.21917243,2165,41,,0.0,0.0
Texas,US,1/20/2025,31.70422788,-96.15072516,3854,82,,0.0,0.0
Texas,US,1/20/2025,28.86751206,-99.10804207,5752,93,,0.0,0.0
Texas,US,1/20/2025,32.74055318,-102.6353295,1988,83,,0.0,0.0
Texas,US,1/20/2025,29.40167322,-94.90469073,95208,840,,0.0,0.0
Texas,US,1/20/2025,33.17969345,-101.2984114,1262,27,,0.0,0.0
Texas,US,1/20/2025,30.31824095,-98.94676915,5316,107,,0.0,0.0
Texas,US,1/20/2025,31.86942909,-101.5207776,197,3,,0.0,0.0
Texas,US,1/20/2025,28.65696592,-97.42760647,1191,32,,0.0,0.0
Texas,US,1/20/2025,29.45634206,-97.49424032,4713,96,,0.0,0.0
Texas,US,1/20/2025,35.40081878,-100.8129222,6164,124,,0.0,0.0
Texas,US,1/20/2025,33.62744998,-96.67753461,27064,620,,0.0,0.0
Texas,US,1/20/2025,32.47940482,-94.81591935,23089,668,,0.0,0.0
Texas,US,1/20/2025,30.54579585,-95.98902499,8439,119,,0.0,0.0
Texas,US,1/20/2025,29.58165339,-97.94786822,37813,396,,0.0,0.0
Texas,US,1/20/2025,34.07044901,-101.8268114,6532,242,,0.0,0.0
Texas,US,1/20/2025,34.5307555,-100.6813852,1082,23,,0.0,0.0
Texas,US,1/20/2025,31.70470573,-98.11083887,1958,32,,0.0,0.0
Texas,US,1/20/2025,36.27743284,-101.3545796,1914,29,,0.0,0.0
Texas,US,1/20/2025,34.28944521,-99.74632408,555,19,,0.0,0.0
