Province_State,Country_Region,Date,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,Active_Diff
Arizona,US,1/20/2025,35.39465006,-109.4892383,22126,592,,0.0,0.0
Arizona,US,1/20/2025,31.87934684,-109.7516088,31188,546,,0.0,0.0
Arizona,US,1/20/2025,35.83883429,-111.7707178,43272,459,,0.0,0.0
Arizona,US,1/20/2025,33.80190085,-110.8132779,16946,364,,0.0,0.0
Arizona,US,1/20/2025,32.93166885,-109.8882178,11932,173,,0.0,0.0
Arizona,US,1/20/2025,33.21498827,-109.2405279,2213,32,,0.0,0.0
Arizona,US,1/20/2025,33.72854224,-113.9810029,5161,137,,0.0,0.0
Arizona,US,1/20/2025,33.34835867,-112.4918154,1256653,16166,,0.0,0.0
Arizona,US,1/20/2025,35.70471703,-113.7577902,57175,1396,,0.0,0.0
Arizona,US,1/20/2025,35.3997715,-110.3218983,37955,861,,0.0,0.0
Arizona,US,1/20/2025,,,0,0,,0.0,0.0
Arizona,US,1/20/2025,32.0971334,-111.7890033,251765,3722,,0.0,0.0
Arizona,US,1/20/2025,32.90525627,-111.3449483,129486,1566,,0.0,0.0
Arizona,US,1/20/2025,31.52508998,-110.8479088,16588,227,,0.0,0.0
Arizona,US,1/20/2025,,,0,0,,0.0,0.0
Arizona,US,1/20/2025,34.59933926,-112.5538588,47622,1159,,0.0,0.0
Arizona,US,1/20/2025,32.76895712,-113.90666740000002,62389,1147,,0.0,0.0
Arkansas,US,1/20/2025,34.29145151,-91.37277296,5672,78,,0.0,0.0
Arkansas,US,1/20/2025,33.19153461,-91.7698471,5105,64,,0.0,0.0
Arkansas,US,1/20/2025,36.28784385,-92.33782872,8735,246,,0.0,0.0
Arkansas,US,1/20/2025,36.33644656,-94.25680817,66479,827,,0.0,0.0
Arkansas,US,1/20/2025,36.3084504,-93.09374925,9407,173,,0.0,0.0
Arkansas,US,1/20/2025,33.46755808,-92.15980837,2985,48,,0.0,0.0
Arkansas,US,1/20/2025,33.55598792,-92.49974403,959,10,,0.0,0.0
Arkansas,US,1/20/2025,36.34038560000001,-93.54270261,6091,99,,0.0,0.0
Arkansas,US,1/20/2025,33.26458973,-91.29539209,2766,57,,0.0,0.0
Arkansas,US,1/20/2025,34.04613432,-93.17484713,5298,78,,0.0,0.0
Arkansas,US,1/20/2025,36.36826212,-90.4148172,4096,90,,0.0,0.0
Arkansas,US,1/20/2025,35.53864922,-92.02640019,6419,126,,0.0,0.0
Arkansas,US,1/20/2025,33.89723187,-92.18537045,2252,35,,0.0,0.0
Arkansas,US,1/20/2025,33.21230701,-93.22642793,5396,90,,0.0,0.0
Arkansas,US,1/20/2025,35.26205537,-92.70506566,5447,62,,0.0,0.0
Arkansas,US,1/20/2025,35.83018283,-90.63235729,37355,324,,0.0,0.0
Arkansas,US,1/20/2025,35.58928601,-94.2446814,15795,245,,0.0,0.0
Arkansas,US,1/20/2025,35.21247318,-90.30839406,14023,216,,0.0,0.0
Arkansas,US,1/20/2025,35.29631396,-90.77185818,4819,81,,0.0,0.0
Arkansas,US,1/20/2025,33.97042763,-92.65167437,1734,31,,0.0,0.0
Arkansas,US,1/20/2025,33.83011025,-91.25500948,3018,40,,0.0,0.0
Arkansas,US,1/20/2025,33.59035001,-91.71777921,4675,69,,0.0,0.0
Arkansas,US,1/20/2025,35.14719007,-92.33717519,34973,312,,0.0,0.0
Arkansas,US,1/20/2025,35.51202821,-93.89299569,3803,72,,0.0,0.0
Arkansas,US,1/20/2025,36.38177105,-91.81729127,2684,88,,0.0,0.0
Arkansas,US,1/20/2025,34.57692074,-93.14921604,23223,502,,0.0,0.0
Arkansas,US,1/20/2025,34.29017991,-92.42320562,4445,59,,0.0,0.0
Arkansas,US,1/20/2025,36.11735460000001,-90.55832668,15849,170,,0.0,0.0
Arkansas,US,1/20/2025,33.73325583,-93.66935133,4548,59,,0.0,0.0
Arkansas,US,1/20/2025,34.31709259,-92.95396325,11143,128,,0.0,0.0
Arkansas,US,1/20/2025,34.09007427,-93.9934871,3758,50,,0.0,0.0
Arkansas,US,1/20/2025,35.74242707,-91.57001641,10574,203,,0.0,0.0
Arkansas,US,1/20/2025,36.09604046,-91.90847954,3884,67,,0.0,0.0
Arkansas,US,1/20/2025,35.59802983,-91.21494602,6056,60,,0.0,0.0
Arkansas,US,1/20/2025,34.26767081,-91.92619839,18563,272,,0.0,0.0
Arkansas,US,1/20/2025,35.56759135,-93.46036368,6777,81,,0.0,0.0
Arkansas,US,1/20/2025,33.24116713,-93.60677071,1291,31,,0.0,0.0
Arkansas,US,1/20/2025,36.04188196,-91.10867198,5243,75,,0.0,0.0
Arkansas,US,1/20/2025,34.78498904,-90.78383866,2904,59,,0.0,0.0
Arkansas,US,1/20/2025,33.95317155,-91.74002806,4907,66,,0.0,0.0
Arkansas,US,1/20/2025,33.70375665,-94.23468591,3258,92,,0.0,0.0
Arkansas,US,1/20/2025,35.21413234,-93.71951016,5094,77,,0.0,0.0
Arkansas,US,1/20/2025,34.75392199,-91.88742357,19832,241,,0.0,0.0
Arkansas,US,1/20/2025,36.01038185,-93.72524943,3943,60,,0.0,0.0
Arkansas,US,1/20/2025,36.26844485,-92.68451899,3374,87,,0.0,0.0
Arkansas,US,1/20/2025,33.31403423,-93.89285258,9531,162,,0.0,0.0
Arkansas,US,1/20/2025,35.76271485,-90.05194370000002,13394,206,,0.0,0.0
Arkansas,US,1/20/2025,34.6815935,-91.20540287,1922,33,,0.0,0.0
Arkansas,US,1/20/2025,34.53704874,-93.65824478,1514,57,,0.0,0.0
Arkansas,US,1/20/2025,33.66340119,-93.30632432,2177,44,,0.0,0.0
Arkansas,US,1/20/2025,35.91947491,-93.21612969,1713,47,,0.0,0.0
Arkansas,US,1/20/2025,33.58839816,-92.87795984,5453,102,,0.0,0.0
Arkansas,US,1/20/2025,34.9459153,-92.94372564,2507,37,,0.0,0.0
Arkansas,US,1/20/2025,34.43268455,-90.84800154,4784,96,,0.0,0.0
Arkansas,US,1/20/2025,34.16250414,-93.65789349,2613,42,,0.0,0.0
Arkansas,US,1/20/2025,35.57433534,-90.66268713,7984,126,,0.0,0.0
Arkansas,US,1/20/2025,34.48254879,-94.22728802,4142,148,,0.0,0.0
Arkansas,US,1/20/2025,35.44871474,-93.03212219,18372,204,,0.0,0.0
Arkansas,US,1/20/2025,34.83624419,-91.55162157,1956,41,,0.0,0.0
Arkansas,US,1/20/2025,34.77054088,-92.31355101,102679,1165,,0.0,0.0
Arkansas,US,1/20/2025,36.3415714,-91.02455531,5138,83,,0.0,0.0
Arkansas,US,1/20/2025,34.64916145,-92.67583224,30763,327,,0.0,0.0
Arkansas,US,1/20/2025,34.85588887,-94.0632176,2285,41,,0.0,0.0
Arkansas,US,1/20/2025,35.9109364,-92.69936482,2100,46,,0.0,0.0
Arkansas,US,1/20/2025,35.19605503,-94.27162713,32639,516,,0.0,0.0
Arkansas,US,1/20/2025,33.99780401,-94.2424869,5923,72,,0.0,0.0
Arkansas,US,1/20/2025,36.16258158,-91.47819342,4613,103,,0.0,0.0
Arkansas,US,1/20/2025,35.02201976,-90.74828138,7111,92,,0.0,0.0
Arkansas,US,1/20/2025,35.86251946,-92.15684085,2902,66,,0.0,0.0
Arkansas,US,1/20/2025,,,26821,0,,0.0,0.0
Arkansas,US,1/20/2025,33.16887091,-92.59746952,9214,173,,0.0,0.0
Arkansas,US,1/20/2025,35.58095779,-92.51295036,3462,61,,0.0,0.0
Arkansas,US,1/20/2025,35.976844,-94.21800746,68161,608,,0.0,0.0
Arkansas,US,1/20/2025,35.25688493,-91.74908296,22010,283,,0.0,0.0
Arkansas,US,1/20/2025,35.18902527,-91.2439489,1726,29,,0.0,0.0
Arkansas,US,1/20/2025,35.00292371,-93.41171338,6830,104,,0.0,0.0
California,US,1/20/2025,37.64629437,-121.8929271,268193,1801,,0.0,0.0
California,US,1/20/2025,38.59678594,-119.8223594,123,0,,0.0,0.0
California,US,1/20/2025,38.44583082,-120.65696,9111,85,,0.0,0.0
California,US,1/20/2025,39.66727762,-121.6005252,39525,385,,0.0,0.0
California,US,1/20/2025,38.20537103,-120.552913,7592,119,,0.0,0.0
California,US,1/20/2025,39.17881957,-122.2331726,4519,21,,0.0,0.0
California,US,1/20/2025,37.91923498,-121.9289527,200755,1276,,0.0,0.0
California,US,1/20/2025,41.74228275,-123.8974063,6020,50,,0.0,0.0
California,US,1/20/2025,38.77965956,-120.5233166,29819,199,,0.0,0.0
California,US,1/20/2025,36.75733899,-119.6466953,253317,2707,,0.0,0.0
California,US,1/20/2025,39.59875897,-122.3938452,6577,46,,0.0,0.0
California,US,1/20/2025,40.69923009,-123.876044,19874,141,,0.0,0.0
California,US,1/20/2025,33.0393082,-115.3669042,65981,908,,0.0,0.0
California,US,1/20/2025,36.51112084,-117.41119779999998,4542,56,,0.0,0.0
California,US,1/20/2025,35.34329425,-118.7277796,242015,2230,,0.0,0.0
California,US,1/20/2025,36.07409056,-119.8159973,54978,441,,0.0,0.0
California,US,1/20/2025,39.10124298,-122.7536244,11550,135,,0.0,0.0
California,US,1/20/2025,40.67311306,-120.59350990000002,9831,63,,0.0,0.0
California,US,1/20/2025,34.30828379,-118.2282411,2825423,31491,,0.0,0.0
California,US,1/20/2025,37.21513971,-119.76655890000002,43364,366,,0.0,0.0
California,US,1/20/2025,38.07122463,-122.7210631,35449,275,,0.0,0.0
California,US,1/20/2025,37.57978556,-119.9073334,3001,30,,0.0,0.0
California,US,1/20/2025,39.4381191,-123.3911313,16057,125,,0.0,0.0
California,US,1/20/2025,37.18922369,-120.7209035,70703,803,,0.0,0.0
California,US,1/20/2025,41.58965602,-120.7244817,985,7,,0.0,0.0
California,US,1/20/2025,37.93899289,-118.8872409,3084,5,,0.0,0.0
California,US,1/20/2025,36.21862405,-121.2413397,92372,723,,0.0,0.0
California,US,1/20/2025,38.50735751,-122.332839,26644,138,,0.0,0.0
California,US,1/20/2025,39.30394768,-120.7627281,17170,123,,0.0,0.0
California,US,1/20/2025,33.70147516,-117.76459979999998,586053,6843,,0.0,0.0
California,US,1/20/2025,,,0,0,,0.0,0.0
California,US,1/20/2025,39.06167234,-120.7240569,69950,610,,0.0,0.0
California,US,1/20/2025,40.00355989,-120.8395236,3110,13,,0.0,0.0
California,US,1/20/2025,33.74314981,-115.9933578,617774,6376,,0.0,0.0
California,US,1/20/2025,38.45106826,-121.3425374,302592,3043,,0.0,0.0
California,US,1/20/2025,36.60308176,-121.069975,13386,98,,0.0,0.0
California,US,1/20/2025,34.84060306,-116.1774685,585051,6805,,0.0,0.0
California,US,1/20/2025,33.03484597,-116.7365326,799283,5138,,0.0,0.0
California,US,1/20/2025,37.75215114,-122.4385672,132200,835,,0.0,0.0
California,US,1/20/2025,37.93433732,-121.2730061,175632,2185,,0.0,0.0
California,US,1/20/2025,35.38822029,-120.4039028,56001,463,,0.0,0.0
California,US,1/20/2025,37.4228808,-122.32755459999998,126899,736,,0.0,0.0
California,US,1/20/2025,34.65329488,-120.0188492,90186,672,,0.0,0.0
California,US,1/20/2025,37.23104908,-121.6970462,322896,2243,,0.0,0.0
California,US,1/20/2025,37.05580291,-122.0066524,49393,259,,0.0,0.0
California,US,1/20/2025,40.76391419,-122.0396884,36666,587,,0.0,0.0
California,US,1/20/2025,39.57713498,-120.52007009999998,321,4,,0.0,0.0
California,US,1/20/2025,41.59198861,-122.5407434,7175,80,,0.0,0.0
California,US,1/20/2025,38.26827353,-121.9357113,86920,441,,0.0,0.0
California,US,1/20/2025,38.52746429,-122.8862506,85585,484,,0.0,0.0
California,US,1/20/2025,37.55862499,-120.9970722,135476,1636,,0.0,0.0
California,US,1/20/2025,39.03417539,-121.6945899,22637,218,,0.0,0.0
California,US,1/20/2025,40.12570935,-122.2370171,14650,160,,0.0,0.0
California,US,1/20/2025,40.64917670000001,-123.114713,1469,20,,0.0,0.0
California,US,1/20/2025,36.22026558,-118.8020203,133003,1389,,0.0,0.0
California,US,1/20/2025,38.02644018,-119.9525093,13186,180,,0.0,0.0
California,US,1/20/2025,,,5585,3,,0.0,0.0
California,US,1/20/2025,34.44465746,-119.0910613,181837,1457,,0.0,0.0
California,US,1/20/2025,38.68278902,-121.9018288,39330,307,,0.0,0.0
California,US,1/20/2025,39.26255932,-121.3535644,16991,117,,0.0,0.0
Colorado,US,1/20/2025,39.87432092,-104.3362578,130110,1330,,0.0,0.0
Colorado,US,1/20/2025,37.57250606,-105.7885451,4480,60,,0.0,0.0
Colorado,US,1/20/2025,39.64977461,-104.3353617,148159,1138,,0.0,0.0
Colorado,US,1/20/2025,37.19474156,-107.0476867,2854,15,,0.0,0.0
Colorado,US,1/20/2025,37.31940883,-102.5603223,831,8,,0.0,0.0
Colorado,US,1/20/2025,37.95474293,-103.0720195,2501,47,,0.0,0.0
Colorado,US,1/20/2025,40.09313619,-105.3546767,61675,345,,0.0,0.0
Colorado,US,1/20/2025,39.95998787,-105.0566324,13063,112,,0.0,0.0
Colorado,US,1/20/2025,38.74745778,-106.19265729999998,4371,43,,0.0,0.0
Colorado,US,1/20/2025,38.82777431,-102.6032558,321,9,,0.0,0.0
Colorado,US,1/20/2025,39.68864463,-105.6463118,1515,12,,0.0,0.0
Colorado,US,1/20/2025,37.201606,-106.19174879999998,1717,52,,0.0,0.0
Colorado,US,1/20/2025,37.27732493,-105.4276548,670,15,,0.0,0.0
Colorado,US,1/20/2025,38.32608609,-103.7844965,3150,28,,0.0,0.0
Colorado,US,1/20/2025,38.10883162,-105.3683478,633,19,,0.0,0.0
Colorado,US,1/20/2025,38.86246243,-107.8631342,5963,137,,0.0,0.0
Colorado,US,1/20/2025,39.76018276,-104.8725695,166275,1279,,0.0,0.0
Colorado,US,1/20/2025,37.75208676,-108.5211585,354,8,,0.0,0.0
Colorado,US,1/20/2025,39.33133796,-104.930001,76104,399,,0.0,0.0
Colorado,US,1/20/2025,39.62754308,-106.6933637,15762,35,,0.0,0.0
Colorado,US,1/20/2025,38.83240149,-104.5251411,181586,1697,,0.0,0.0
Colorado,US,1/20/2025,39.28656773,-104.1358721,4703,40,,0.0,0.0
Colorado,US,1/20/2025,38.47362326,-105.4399667,14994,180,,0.0,0.0
Colorado,US,1/20/2025,39.59921777,-107.902708,14360,94,,0.0,0.0
Colorado,US,1/20/2025,39.85646523,-105.5252597,934,4,,0.0,0.0
Colorado,US,1/20/2025,40.10603347,-106.1178042,3451,24,,0.0,0.0
Colorado,US,1/20/2025,38.66611652,-107.0320729,3314,14,,0.0,0.0
Colorado,US,1/20/2025,37.82247444,-107.3004345,123,0,,0.0,0.0
Colorado,US,1/20/2025,37.68473101,-104.9612585,1433,32,,0.0,0.0
Colorado,US,1/20/2025,40.66593870000001,-106.3408905,165,0,,0.0,0.0
Colorado,US,1/20/2025,39.58635604,-105.2517692,119671,1310,,0.0,0.0
Colorado,US,1/20/2025,38.43260896,-102.7392145,332,6,,0.0,0.0
Colorado,US,1/20/2025,39.30497777,-102.6022199,1590,34,,0.0,0.0
Colorado,US,1/20/2025,37.28632032,-107.8429014,12615,80,,0.0,0.0
Colorado,US,1/20/2025,39.20278823,-106.3555697,1782,2,,0.0,0.0
Colorado,US,1/20/2025,40.66671597,-105.4625784,75107,462,,0.0,0.0
Colorado,US,1/20/2025,37.3153406,-104.0376458,3540,41,,0.0,0.0
Colorado,US,1/20/2025,38.98749519,-103.5136649,2108,9,,0.0,0.0
Colorado,US,1/20/2025,40.7249637,-103.110817,7307,115,,0.0,0.0
Colorado,US,1/20/2025,39.01787888,-108.469799,41873,530,,0.0,0.0
Colorado,US,1/20/2025,37.66954283,-106.9281698,225,1,,0.0,0.0
Colorado,US,1/20/2025,40.61810999,-108.2070876,2975,51,,0.0,0.0
Colorado,US,1/20/2025,37.33859579,-108.5958857,6119,73,,0.0,0.0
Colorado,US,1/20/2025,38.40214114,-108.26390220000002,9164,166,,0.0,0.0
Colorado,US,1/20/2025,40.26279810000001,-103.8093302,5522,134,,0.0,0.0
Colorado,US,1/20/2025,37.9014485,-103.7173385,4239,127,,0.0,0.0
Colorado,US,1/20/2025,38.14717457,-107.7675136,843,6,,0.0,0.0
Colorado,US,1/20/2025,,,0,0,,0.0,0.0
Colorado,US,1/20/2025,39.120926,-105.7182065,2775,20,,0.0,0.0
Colorado,US,1/20/2025,40.59414277,-102.3577703,869,19,,0.0,0.0
Colorado,US,1/20/2025,39.21720112,-106.9310027,6301,6,,0.0,0.0
Colorado,US,1/20/2025,37.95544985,-102.3926052,2602,48,,0.0,0.0
Colorado,US,1/20/2025,38.17359144,-104.5127437,45226,797,,0.0,0.0
Colorado,US,1/20/2025,39.97913541,-108.2179009,1662,13,,0.0,0.0
Colorado,US,1/20/2025,37.5836865,-106.3847838,2773,46,,0.0,0.0
Colorado,US,1/20/2025,40.48596505,-106.9905548,6312,24,,0.0,0.0
Colorado,US,1/20/2025,38.08054629,-106.282466,1160,12,,0.0,0.0
Colorado,US,1/20/2025,37.76248981,-107.67632890000002,195,0,,0.0,0.0
Colorado,US,1/20/2025,38.00450883,-108.4020725,2233,8,,0.0,0.0
Colorado,US,1/20/2025,40.87595412,-102.3519227,478,9,,0.0,0.0
Colorado,US,1/20/2025,39.63803232,-106.1150762,9651,14,,0.0,0.0
Colorado,US,1/20/2025,38.88133511,-105.1614893,4756,57,,0.0,0.0
Colorado,US,1/20/2025,,,125,0,,0.0,0.0
Colorado,US,1/20/2025,39.97015535,-103.202587,1047,29,,0.0,0.0
Colorado,US,1/20/2025,40.55499405,-104.3929621,81452,690,,0.0,0.0
Colorado,US,1/20/2025,40.00346839,-102.4258673,1855,24,,0.0,0.0
Connecticut,US,1/20/2025,41.26809896,-73.3881171,200642,2684,,0.0,0.0
Connecticut,US,1/20/2025,41.80283011,-72.73103891,175753,3106,,0.0,0.0
Connecticut,US,1/20/2025,41.7937534,-73.2451475,31467,452,,0.0,0.0
Connecticut,US,1/20/2025,41.45949668,-72.53714864,27765,478,,0.0,0.0
Connecticut,US,1/20/2025,41.4080325,-72.93620426,193901,2783,,0.0,0.0
Connecticut,US,1/20/2025,41.48896435,-72.10430976,54284,647,,0.0,0.0
Connecticut,US,1/20/2025,41.85853803,-72.3308481,20294,268,,0.0,0.0
Connecticut,US,1/20/2025,,,2854,9,,0.0,0.0
Connecticut,US,1/20/2025,41.82972709,-71.98182316,25511,296,,0.0,0.0
Delaware,US,1/20/2025,39.08646628,-75.56884914,50018,631,,0.0,0.0
Delaware,US,1/20/2025,39.57992638,-75.64054974,146494,1379,,0.0,0.0
Delaware,US,1/20/2025,38.66143781,-75.39031349,61277,823,,0.0,0.0
Delaware,US,1/20/2025,,,920,0,,0.0,0.0
Diamond Princess,US,1/20/2025,,,49,0,,0.0,0.0
District of Columbia,US,1/20/2025,38.90417773,-77.01655992,135884,1329,,0.0,0.0
Florida,US,1/20/2025,29.67866525,-82.35928158,67891,630,,0.0,0.0
Florida,US,1/20/2025,30.33060121,-82.28467476,8654,138,,0.0,0.0
Florida,US,1/20/2025,30.26548745,-85.62122584,46387,802,,0.0,0.0
Florida,US,1/20/2025,29.95079741,-82.16611613,7470,143,,0.0,0.0
Florida,US,1/20/2025,28.29409504,-80.73091022,133361,2036,,0.0,0.0
Florida,US,1/20/2025,26.15184651,-80.48725556,600687,5710,,0.0,0.0
Florida,US,1/20/2025,30.40666734,-85.19394153,4080,95,,0.0,0.0
Florida,US,1/20/2025,26.90131002,-81.92949121,35685,773,,0.0,0.0
Florida,US,1/20/2025,28.84804315,-82.47614748,29503,950,,0.0,0.0
Florida,US,1/20/2025,29.98319144,-81.85609986,53486,820,,0.0,0.0
Florida,US,1/20/2025,26.11091986,-81.34687065,84398,980,,0.0,0.0
Florida,US,1/20/2025,30.22509788,-82.62160164,21169,379,,0.0,0.0
Florida,US,1/20/2025,27.18677893,-81.80941373,9329,148,,0.0,0.0
Florida,US,1/20/2025,29.60631086,-83.15724673,4024,67,,0.0,0.0
Florida,US,1/20/2025,30.33225875,-81.66976468,253158,3315,,0.0,0.0
Florida,US,1/20/2025,30.67652764,-87.37284571,81413,1277,,0.0,0.0
Florida,US,1/20/2025,29.45933576,-81.31508595,22286,341,,0.0,0.0
Florida,US,1/20/2025,29.83791238,-84.82731662,3110,51,,0.0,0.0
Florida,US,1/20/2025,30.57796289,-84.61915825,13414,198,,0.0,0.0
Florida,US,1/20/2025,29.72856978,-82.79880657,4522,85,,0.0,0.0
Florida,US,1/20/2025,26.95635849,-81.18996211,1988,36,,0.0,0.0
Florida,US,1/20/2025,29.93543004,-85.24270990000002,4295,74,,0.0,0.0
Florida,US,1/20/2025,30.49673973,-82.94998918,3841,54,,0.0,0.0
Florida,US,1/20/2025,27.49293939,-81.80956574,8641,123,,0.0,0.0
Florida,US,1/20/2025,26.55386945,-81.16469006,11696,160,,0.0,0.0
Florida,US,1/20/2025,28.55364461,-82.42700204,41912,1061,,0.0,0.0
Florida,US,1/20/2025,27.34254618,-81.34071957,24034,661,,0.0,0.0
Florida,US,1/20/2025,27.9276559,-82.32013172,373808,3641,,0.0,0.0
Florida,US,1/20/2025,30.86747479,-85.81319222,5418,85,,0.0,0.0
Florida,US,1/20/2025,27.69308961,-80.60556721,32359,643,,0.0,0.0
Florida,US,1/20/2025,30.7954597,-85.21500423,14800,271,,0.0,0.0
Florida,US,1/20/2025,30.43669112,-83.89442308,3948,51,,0.0,0.0
Florida,US,1/20/2025,29.98484137,-83.18166636,2769,57,,0.0,0.0
Florida,US,1/20/2025,28.76202069,-81.7125123,84857,1479,,0.0,0.0
Florida,US,1/20/2025,26.58410348,-81.88399313,190203,2106,,0.0,0.0
Florida,US,1/20/2025,30.45955727,-84.27491114,85607,630,,0.0,0.0
Florida,US,1/20/2025,29.31829741,-82.74007147,10226,149,,0.0,0.0
Florida,US,1/20/2025,30.23766008,-84.8829258,2497,29,,0.0,0.0
Florida,US,1/20/2025,30.44396917,-83.47398594,5844,90,,0.0,0.0
Florida,US,1/20/2025,27.47196942,-82.31831044,95708,1394,,0.0,0.0
Florida,US,1/20/2025,29.21227113,-82.05803627,83213,2048,,0.0,0.0
Florida,US,1/20/2025,27.0772071,-80.43109784,30329,590,,0.0,0.0
Florida,US,1/20/2025,25.6112362,-80.55170587,1180488,10643,,0.0,0.0
Florida,US,1/20/2025,25.20904673,-81.07812416,18335,115,,0.0,0.0
Florida,US,1/20/2025,30.61037141,-81.80297522,22110,284,,0.0,0.0
Florida,US,1/20/2025,30.69143028,-86.59267105,51420,671,,0.0,0.0
Florida,US,1/20/2025,27.386336199999995,-80.88944347,10649,179,,0.0,0.0
Florida,US,1/20/2025,28.51367621,-81.31799498,375946,2729,,0.0,0.0
Florida,US,1/20/2025,28.06312234,-81.14882926,113572,1119,,0.0,0.0
Florida,US,1/20/2025,26.64676272,-80.46536002,366844,4947,,0.0,0.0
Florida,US,1/20/2025,28.30810945,-82.40227529,121823,1838,,0.0,0.0
Florida,US,1/20/2025,27.93130349,-82.72239666,209713,3248,,0.0,0.0
Florida,US,1/20/2025,27.95027105,-81.69732947,199580,2910,,0.0,0.0
Florida,US,1/20/2025,29.60779729,-81.74230285,17546,418,,0.0,0.0
Florida,US,1/20/2025,30.69341450000001,-87.02458128,48502,605,,0.0,0.0
Florida,US,1/20/2025,27.18546175,-82.33174248,90474,1551,,0.0,0.0
Florida,US,1/20/2025,28.7158582,-81.24060348,103176,1065,,0.0,0.0
Florida,US,1/20/2025,29.90096506,-81.43589967,62586,550,,0.0,0.0
Florida,US,1/20/2025,27.37763908,-80.47106649,73960,1198,,0.0,0.0
Florida,US,1/20/2025,28.70181754,-82.0794267,21661,551,,0.0,0.0
Florida,US,1/20/2025,30.19746066,-82.99099670000003,12939,301,,0.0,0.0
Florida,US,1/20/2025,30.04848048,-83.60445406,6996,100,,0.0,0.0
Florida,US,1/20/2025,,,2962,907,,0.0,0.0
Florida,US,1/20/2025,30.04412971,-82.37497443,4308,115,,0.0,0.0
Florida,US,1/20/2025,29.05858895,-81.18263252,116764,1917,,0.0,0.0
Florida,US,1/20/2025,30.16548905,-84.39895211,9921,123,,0.0,0.0
Florida,US,1/20/2025,30.64204028,-86.16935664,17351,208,,0.0,0.0
Florida,US,1/20/2025,30.61359259,-85.66002461,6617,105,,0.0,0.0
Georgia,US,1/20/2025,31.74847232,-82.28909114,4791,121,,0.0,0.0
Georgia,US,1/20/2025,31.29633502,-82.87545866,2123,47,,0.0,0.0
Georgia,US,1/20/2025,31.55456473,-82.45936528,3514,70,,0.0,0.0
Georgia,US,1/20/2025,31.32669878,-84.44218806,534,14,,0.0,0.0
Georgia,US,1/20/2025,33.06882326,-83.24701748,9485,229,,0.0,0.0
Georgia,US,1/20/2025,34.35607081,-83.49644388,3871,85,,0.0,0.0
Georgia,US,1/20/2025,33.99148694,-83.71436292,21823,248,,0.0,0.0
Georgia,US,1/20/2025,34.23732119,-84.83887523,28896,437,,0.0,0.0
Georgia,US,1/20/2025,31.76095874,-83.22145359,4291,119,,0.0,0.0
Georgia,US,1/20/2025,31.27590016,-83.22529920000002,4913,81,,0.0,0.0
Georgia,US,1/20/2025,32.80904227,-83.70489165,36872,760,,0.0,0.0
Georgia,US,1/20/2025,32.43829035,-83.33035166,3308,94,,0.0,0.0
Georgia,US,1/20/2025,31.19576557,-81.97743999,4134,105,,0.0,0.0
Georgia,US,1/20/2025,30.83922642,-83.58303423,3408,84,,0.0,0.0
Georgia,US,1/20/2025,32.00979311,-81.44002948,9057,89,,0.0,0.0
Georgia,US,1/20/2025,32.39577406,-81.74811421,15403,255,,0.0,0.0
Georgia,US,1/20/2025,33.05917989,-81.99928721,5264,104,,0.0,0.0
Georgia,US,1/20/2025,33.283094500000004,-83.95435040000002,6446,151,,0.0,0.0
Georgia,US,1/20/2025,31.53169785,-84.62725131,1337,22,,0.0,0.0
Georgia,US,1/20/2025,30.92951916,-81.66601818,11213,117,,0.0,0.0
Georgia,US,1/20/2025,32.40209349,-82.07702563,2085,94,,0.0,0.0
Georgia,US,1/20/2025,33.58138199,-85.07976677,23624,433,,0.0,0.0
Georgia,US,1/20/2025,34.89872298,-85.13757014,14315,161,,0.0,0.0
Georgia,US,1/20/2025,30.78371028,-82.13951596,3014,62,,0.0,0.0
Georgia,US,1/20/2025,32.00043026,-81.12489526,63040,853,,0.0,0.0
Georgia,US,1/20/2025,32.34341231,-84.78809239,7017,22,,0.0,0.0
Georgia,US,1/20/2025,34.47197698,-85.34535662,6561,129,,0.0,0.0
Georgia,US,1/20/2025,34.24393976,-84.47431861,62766,600,,0.0,0.0
Georgia,US,1/20/2025,33.95436462,-83.37124007,29542,222,,0.0,0.0
Georgia,US,1/20/2025,31.62221166,-84.97713865,516,6,,0.0,0.0
Georgia,US,1/20/2025,33.54187245,-84.35594188,63318,935,,0.0,0.0
Georgia,US,1/20/2025,30.91395822,-82.70432472,2115,41,,0.0,0.0
Georgia,US,1/20/2025,33.94243204,-84.5761255,170320,1732,,0.0,0.0
Georgia,US,1/20/2025,31.54892966,-82.85492059999999,10927,275,,0.0,0.0
Georgia,US,1/20/2025,31.18810588,-83.7677946,11030,236,,0.0,0.0
Georgia,US,1/20/2025,33.54534185,-82.263524,35731,372,,0.0,0.0
Georgia,US,1/20/2025,31.16068491,-83.42947229,4873,71,,0.0,0.0
Georgia,US,1/20/2025,33.35334302,-84.76129976,32801,470,,0.0,0.0
Georgia,US,1/20/2025,32.71391813,-83.98061238,1768,53,,0.0,0.0
Georgia,US,1/20/2025,31.92289565,-83.76811843,4640,135,,0.0,0.0
Georgia,US,1/20/2025,34.854916700000004,-85.50490424,3192,28,,0.0,0.0
Georgia,US,1/20/2025,34.44244079,-84.16964071,6845,99,,0.0,0.0
Georgia,US,1/20/2025,33.76944049,-84.22396017,145370,1660,,0.0,0.0
